Date,Open,High,Low,Close,Volume,Daily_Return,MA_10,MA_30,MA_50,EMA_10,BB_Middle,BB_Upper,BB_Lower,RSI,MACD,Signal_Line
2014-01-06,423.5,428.0,423.5,427.75,96635,,,,,427.75,,,,,0.0,0.0
2014-01-07,427.0,430.0,425.25,426.0,124441,-0.004091174751607252,,,,427.43181818181813,,,,,-0.1396011396011545,-0.0279202279202309
2014-01-08,425.25,427.75,414.75,417.0,221233,-0.021126760563380254,,,,425.5351239669421,,,,,-0.965333073595275,-0.21540279705523974
2014-01-09,416.0,416.75,408.0,412.0,228114,-0.011990407673860948,,,,423.0741923365889,,,,,-2.0001334996749733,-0.5723489375791865
2014-01-10,411.5,433.0,406.25,432.75,365581,0.05036407766990281,,,,424.8334300935727,,,,,-1.1328103748123226,-0.6844412250258137
2014-01-13,431.75,435.5,430.5,434.5,219138,0.004043905257076874,,,,426.59098825837765,,,,,-0.30077305049184133,-0.6077075901190193
2014-01-14,433.5,434.0,427.25,431.5,156818,-0.0069044879171461515,,,,427.4835358477635,,,,,0.11521941785599665,-0.4631221885240161
2014-01-15,431.0,431.5,425.5,425.75,118783,-0.01332560834298957,,,,427.1683475118065,,,,,-0.01886305757352602,-0.3742703623339181
2014-01-16,425.75,430.0,425.0,428.0,131695,0.005284791544333478,,,,427.31955705511433,,,,,0.05578871304516042,-0.2882585472581024
2014-01-17,427.0,428.0,422.25,424.0,95493,-0.009345794392523366,425.925,,,426.71600122691166,,,,,-0.20544752037949365,-0.2716963418823807
2014-01-21,424.0,425.75,421.0,425.0,134010,0.002358490566037652,425.65,,,426.4040010038368,,,,,-0.3280064209784541,-0.2829583577015954
2014-01-22,425.0,429.0,424.5,426.25,114794,0.002941176470588225,425.675,,,426.376000821321,,,,,-0.3205752870206311,-0.2904817435654025
2014-01-23,426.0,431.25,425.75,429.0,157783,0.006451612903225712,426.875,,,426.8530915810808,,,,,-0.09172667452355654,-0.2507307297570333
2014-01-24,428.5,430.25,425.5,429.5,126819,0.0011655011655011815,428.625,,,427.3343476572479,,,,51.48936170212766,0.12850202956417434,-0.1748841778927918
2014-01-27,428.75,432.75,427.0,431.75,132838,0.0052386495925493826,428.525,,,428.13719353774826,,,,53.27868852459017,0.47906865493700934,-0.04409361132683157
2014-01-28,431.0,433.75,430.75,432.0,118856,0.0005790387955992848,428.275,,,428.8395219854304,,,,55.04201680672269,0.7682126645033236,0.11836764383919948
2014-01-29,431.25,431.75,427.0,427.5,147425,-0.01041666666666663,427.875,,,428.59597253353394,,,,59.54545454545455,0.6270210746820339,0.2200983300077664
2014-01-30,427.5,434.5,427.25,433.5,174534,0.01403508771929829,428.65,,,429.4876138910732,,,,69.19642857142857,0.9878878225464973,0.3736562285155126
2014-01-31,432.5,434.5,431.25,434.0,135050,0.0011534025374855261,429.25,,,430.3080477290598,,,,51.74825174825175,1.299246239562251,0.5587742307248603
2014-02-03,433.5,438.75,433.25,435.75,167839,0.0040322580645162365,430.425,,,431.2974935965035,428.175,439.8775638216589,416.4724361783411,51.74825174825175,1.6679829339243497,0.7806159713647582
2014-02-04,435.5,442.0,434.5,441.75,179800,0.013769363166953541,432.1,,,433.1979493062301,428.875,442.0524328623638,415.6975671376362,63.225806451612904,2.4165033305450265,1.107793443200812
2014-02-05,441.0,444.0,439.0,443.25,169908,0.00339558573853993,433.8,,,435.02559488691554,429.7375,444.30718283439063,415.1678171656094,75.3623188405797,3.0950705548997917,1.505248865540608
2014-02-06,442.5,447.25,441.25,443.0,191086,-0.0005640157924421407,435.2,,,436.4754867256582,431.0375,445.46086828315697,416.6141317168431,73.07692307692308,3.5714970633839584,1.9184985051092784
2014-02-07,442.5,445.0,440.5,444.25,171623,0.0028216704288939187,436.675,,,437.88903459372034,432.65,445.20136813679136,420.0986318632086,84.03361344537815,4.0037799738672675,2.3355547988608762
