Date,Open,High,Low,Close,Volume,Daily_Return,MA_10,MA_30,MA_50,EMA_10,BB_Middle,BB_Upper,BB_Lower,RSI,MACD,Signal_Line
2014-01-06,1232.800048828125,1247.0,1221.9000244140625,1237.800048828125,127,,,,,1237.800048828125,,,,,0.0,0.0
2014-01-07,1239.300048828125,1242.4000244140625,1226.300048828125,1229.4000244140625,73,-0.0067862530963826995,,,,1236.2727716619318,,,,,-0.6700874176460729,-0.13401748352921458
2014-01-08,1227.5,1227.5,1218.5999755859375,1225.300048828125,189,-0.003334940218413962,,,,1234.2777311466941,,,,,-1.5145119378407799,-0.4101163743915277
2014-01-09,1225.800048828125,1229.300048828125,1225.800048828125,1229.300048828125,7,0.0032645065213419144,,,,1233.3726979978633,,,,,-1.839750385995103,-0.6960431767122428
2014-01-10,1235.0,1246.800048828125,1234.0,1246.699951171875,58,0.014154316808444811,,,,1235.7958349385926,,,,,-0.6855746198227735,-0.693949465334349
2014-01-13,1250.5999755859375,1252.699951171875,1245.5,1250.9000244140625,46,0.0033689527606377556,,,,1238.5420512068597,,,,,0.5615555367528486,-0.44284846491690955
2014-01-14,1251.0,1251.300048828125,1242.0,1245.199951171875,37,-0.0045567776248605085,,,,1239.752578473226,,,,,1.077545622593334,-0.13876964741486084
2014-01-15,1243.0999755859375,1243.199951171875,1238.0999755859375,1238.0999755859375,68,-0.0057018758949159976,,,,1239.4521052209918,,,,,0.9031518183469416,0.06961464573749966
2014-01-16,1239.300048828125,1242.800048828125,1239.0,1240.0,48,0.0015346292315072674,,,,1239.5517224535388,,,,,0.9077950666448942,0.23725072991897855
2014-01-17,1239.699951171875,1254.300048828125,1239.699951171875,1251.699951171875,101,0.009435444493447687,1239.4400024414062,,,1241.760491311418,,,,,1.8344171345306677,0.5566840108413165
2014-01-21,1256.4000244140625,1257.5,1240.0,1242.300048828125,224,-0.007509708964156703,1239.8900024414063,,,1241.858592678092,,,,,1.7896482869675765,0.8032768660665686
2014-01-22,1241.699951171875,1242.0,1239.0,1239.0,58,-0.002656402397502866,1240.85,,,1241.3388485548026,,,,,1.4709263684055713,0.9368067665343691
2014-01-23,1235.199951171875,1264.199951171875,1235.199951171875,1262.5999755859375,40,0.01904759934296818,1244.5799926757813,,,1245.204508015009,,,,,3.0870719049530635,1.366859794218108
