Date,Open,High,Low,Close,Volume,Daily_Return,MA_10,MA_30,MA_50,EMA_10,BB_Middle,BB_Upper,BB_Lower,RSI,MACD,Signal_Line
2014-01-06,82.93000030517578,83.80000305175781,82.66000366210938,83.62999725341797,10483,,,,,83.62999725341797,,,,,0.0,0.0
2014-01-07,83.5999984741211,85.02999877929688,83.44999694824219,84.66999816894531,10036,0.012435740161223618,,,,83.81908832896839,,,,,0.08296303599648525,0.01659260719929705
2014-01-08,84.4800033569336,84.66999816894531,83.0199966430664,83.13999938964844,17182,-0.01807014069191315,,,,83.6956176127284,,,,,0.0249659332464347,0.018267272408724583
2014-01-09,83.2300033569336,84.62999725341797,82.7300033569336,82.80999755859375,18664,-0.00396923061675869,,,,83.53459578470391,,,,,-0.047082836721614285,0.00519725058265681
2014-01-10,82.7699966430664,84.08000183105469,82.38999938964844,82.58999633789062,21658,-0.0026566987947012066,,,,83.36285043073785,,,,,-0.12054470160482822,-0.0199511398548402
2014-01-13,82.7300033569336,84.47000122070312,82.62000274658203,83.68000030517578,19117,0.013197772316464906,,,,83.42051404427201,,,,,-0.08977468152642132,-0.033915848189156425
2014-01-14,83.5199966430664,84.30999755859375,83.33999633789062,83.7300033569336,13658,0.0005975508075459768,,,,83.47678482839228,,,,,-0.06065519521050078,-0.0392637175934253
2014-01-15,83.69999694824219,84.88999938964844,83.62999725341797,84.79000091552734,13694,0.012659709973676714,,,,83.71555138968957,,,,,0.04740865424345486,-0.02192924322604927
2014-01-16,84.44999694824219,86.66999816894531,84.30999755859375,86.19000244140625,21984,0.016511398876781103,,,,84.16545158091078,,,,,0.24321482719923893,0.031099570859008368
2014-01-17,86.01000213623047,87.13999938964844,85.88999938964844,86.80000305175781,15651,0.00707739404887775,84.20299987792968,,,84.6444609392466,,,,,0.44251356037268863,0.11338236876174443
2014-01-21,86.95999908447266,88.43000030517578,86.3499984741211,88.12999725341797,18799,0.015322513305294327,84.65299987792969,,,85.27819481455047,,,,,0.6997128054658504,0.23064845610256562
